instnm,city,stabbr,zip,latitude,longitude,adm_rate,sat_mid_read,sat_mid_math,act_mid_cumulative,act_mid_english,act_mid_math,act_mid_writing,sat_avg,ug_enrol,nprice_pub_cat1,nprice_pub_cat2,nprice_pub_cat3,nprice_pub_cat4,nprice_pub_cat5,nprice_pvt_cat1,nprice_pvt_cat2,nprice_pvt_cat3,nprice_pvt_cat4,nprice_pvt_cat5,avg_cost_attendance,completion_rate,grad_debt_median,grad_debt_med_LY,grad_debt_med_MY,grad_debt_med_HY,female,married,avg_familyincome,median_householdincome,median_earn_aftr6yr,number_gradstudent,zipcode,own_sc_low,parent_sc_low,own_sc_high,parent_sc_high,merge1,state,county,v_tier,v_ipeds_enrollment_2013,v_sticker_price_2013,v_sat_avg_2013,v_scorecard_netprice_2013,v_black_share_fall_2000,v_hisp_share_fall_2000,v_pct_arthuman_2000,v_pct_business_2000,v_pct_health_2000,v_pct_multidisci_2000,v_pct_publicsocial_2000,v_pct_stem_2000,v_pct_socialscience_2000,v_pct_tradepersonal_2000,_merge
NUC University - IBC Technical Division - Los Colobos,Carolina,PR,00983-0001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,983,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
NUC University - IBC Technical Division - Manati,Manati,PR,00674-0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,674,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
NUC University - IBC Technical Division - Mayaguez,Mayaguez,PR,00680-1429,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,680,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
NUC University - IBC Technical Division - Moca,Moca,PR,00676-0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,676,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
NUC University - IBC Technical Division - Ponce,Ponce,PR,00717-5033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,717,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
NUC University - IBC Technical Division - Yauco,Yauco,PR,00698-0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,698,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
NUC University - Mayaguez,Mayaguez,PR,00680-0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10500,9500,9500,9183,NULL,NULL,NULL,NULL,20855,NULL,680,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
NUC University - Miami,Pembroke Pines,FL,33027-1767,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33027,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
NUC University - Ponce,Ponce,PR,00780,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10500,9500,9500,9183,NULL,NULL,NULL,NULL,20855,NULL,780,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
NUC University - Rio Grande,Rio Grande,PR,00745,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10500,9500,9500,9183,NULL,NULL,NULL,NULL,20855,NULL,745,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
NYSMedical&Dental Assistants - American Institute of Clinical Massage,Post Falls,ID,83854-8881,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8181,8000,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,33880,NULL,83854,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Napa Valley College,Napa,CA,94558-6236,38.274081,-122.274381,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4421,12524,14180,16259,17820,NULL,NULL,NULL,NULL,NULL,NULL,20895,NULL,PrivacySuppressed,9500,PrivacySuppressed,PrivacySuppressed,0.5879797248,0.0919623461,26389.566256,72166.28,38183,NULL,94558,1.39054,1.20981,1.5961601,1.37743,matched (3),CA,Napa,9,6308,1142,,9327,.04474273,.15743847,0,6,13,48,4.2857141,7.4285717,19.142857,2.1428571,matched (3)
Naropa University,Boulder,CO,80302-6697,40.014235,-105.266987,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,318,NULL,NULL,NULL,NULL,NULL,22792,21012,26897,37392,40606,51142,0.3115,25000,23000,15852,11251,0.6612244898,0.0408163265,45013.628571,68743.09,23764,535,80302,,,,,matched (3),,,,,,,,,,,,,,,,,,master only (1)
Nash Community College,Rocky Mount,NC,27804,35.976823,-77.898348,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1606,5142,4764,5954,6803,NULL,NULL,NULL,NULL,NULL,NULL,10674,NULL,11865,8142,6013,5500,0.6468689477,0.1349257586,24442.70949,47581.1,28150,NULL,27804,.62958997,.76727998,.81783998,.91115999,matched (3),NC,Nash,9,3279,2664,,6059,.32139534,.0083720926,0,17.543859,51.461987,12.865497,3.5087719,1.7543859,1.1695906,11.695907,matched (3)
Nashotah House,Nashotah,WI,53058-9793,43.082193,-88.423743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,106,53058,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Nashua Community College,Nashua,NH,03063-1026,42.794576,-71.523462,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1172,8321,12818,12918,12918,12918,NULL,NULL,NULL,NULL,NULL,12918,NULL,10999,5593,7007,7559,0.5478672986,0.0966824645,51044.836019,70285.56,35792,NULL,3063,1.35193,1.23088,1.5255899,1.31686,matched (3),NH,Hillsborough,9,2242,6912,,13135,.005514706,.0082720593,0,16.294643,34.375,5.8035712,6.25,11.160714,0,26.116072,matched (3)
Nashville Film Institute,Nashville,TN,37210-4225,36.135712,-86.748045,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33,NULL,NULL,NULL,NULL,NULL,26922,30808,30808,30808,30808,NULL,NULL,5500,5500,5500,5500,NULL,NULL,NULL,NULL,NULL,NULL,37210,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Nashville State Community College,Nashville,TN,37209-4515,36.134857,-86.857342,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5853,6126,6396,8528,9680,11098,NULL,NULL,NULL,NULL,NULL,12957,NULL,10815,7830,6026,5500,0.6053646886,0.1324637149,27511.6377,53070.25,28779,NULL,37209,.79737002,.60645998,1.04301,.70121002,matched (3),TN,Davidson,9,10007,3753,,5750,.21763499,.015721122,10.601719,39.541546,12.320917,.57306588,3.4383955,24.355301,0,9.169054,matched (3)
Nassau Community College,Garden City,NY,11530-6793,40.728872,-73.595286,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12169,2197,3889,7744,10353,11659,NULL,NULL,NULL,NULL,NULL,12443,NULL,10500,6667,5500,6463,0.5198332341,0.0499106611,42013.65408,85334.22,36219,NULL,11530,1.3882999,1.16134,1.6816601,1.4306099,matched (3),NY,Nassau,9,23318,4754,,4800,.14642476,.10605983,2.8330522,20.269815,7.6559863,53.962902,6.4755478,6.0708261,.37099496,2.360877,matched (3)
Nathan Layne Institute of Cosmetology,Chubbuck,ID,83202,42.919964,-112.464554,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,12993,NULL,NULL,NULL,NULL,NULL,NULL,10250,8750,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,20193.5,49791.77,18518,NULL,83202,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
National American University-Ellsworth AFB Extension,Ellsworth Air Force Base,SD,57706-4800,44.140362,-103.079296,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12258,NULL,NULL,14796,0,24384,15834,15834,20091,0.7582205029,0.2889450975,24330.835441,60277.72,27557,NULL,57706,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
National American University-Georgetown,Georgetown,TX,78628-5355,30.629212,-97.693185,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2,24384,15834,15834,20091,0.7582205029,0.2889450975,24330.835441,NULL,27557,NULL,78628,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
National American University-Kings Bay,Kings Bay,GA,31547-2532,30.809739,-81.567371,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24384,15834,15834,20091,NULL,NULL,NULL,NULL,NULL,NULL,31547,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
National American University-Rapid City,Rapid City,SD,57701-2823,44.03152,-103.250223,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1098,NULL,NULL,NULL,NULL,NULL,17526,NULL,NULL,NULL,NULL,23721,0.1875,24384,15834,15834,20091,0.7582205029,0.2889450975,24330.835441,60277.72,27557,332,57701,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
National Aviation Academy of New England,Concord,MA,01742,42.462164,-71.387244,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,280,NULL,NULL,NULL,NULL,NULL,32332,33664,35635,37311,38239,NULL,NULL,20112,14750,13666,13250,0.0511627907,0.2186046512,30225.283721,66483.97,53790,NULL,1742,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
National Aviation Academy of Tampa Bay,Clearwater,FL,33760,27.89484,-82.721372,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,711,NULL,NULL,NULL,NULL,NULL,23088,24563,28740,31966,31966,NULL,NULL,22000,20000,16833,13666,0.0630952381,0.2297619048,32039.804762,55057.4,47144,NULL,33760,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
National Beauty College,Canton,OH,44709-1837,40.849493,-81.392278,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6333,6333,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.1320754717,26010.72956,59024,16310,NULL,44709,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
National Beauty College,Denver,CO,80221,39.823932,-105.005055,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL,10077,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.35,15737.525,NULL,22425,NULL,80221,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
National Career College,Panorama City,CA,91402,34.22245,-118.446211,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,293,NULL,NULL,NULL,NULL,NULL,16849,16856,19344,23056,NULL,NULL,NULL,8391,8340,PrivacySuppressed,PrivacySuppressed,0.8405405405,0.1891891892,19221.737838,NULL,25231,NULL,91402,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
National Career Education,Citrus Heights,CA,95610,38.679835,-121.273917,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,471,NULL,NULL,NULL,NULL,NULL,24591,25731,27167,28089,28234,NULL,NULL,8152,8016,7600,5133,0.4885844749,0.2134703196,26872.428653,79769.21,34221,NULL,95610,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
National Career Institute,East Orange,NJ,07018,40.76137,-74.222091,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,179,NULL,NULL,NULL,NULL,NULL,18643,18320,19225,NULL,NULL,NULL,NULL,6756,6756,PrivacySuppressed,PrivacySuppressed,0.3626943005,0.0759930915,8221.0569948,NULL,19015,NULL,7018,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
National Career Institute - Jersey City Branch,Jersey City,NJ,073064300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6756,6756,PrivacySuppressed,PrivacySuppressed,0.3626943005,0.0759930915,8221.0569948,NULL,19015,NULL,7306,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
National Conservatory of Dramatic Arts,Washington,DC,20007,38.910024,-77.065095,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,NULL,NULL,NULL,NULL,NULL,9072,NULL,NULL,15317,16417,16417,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,43479.217391,77779.88,31767,NULL,20007,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
National Holistic Institute,Emeryville,CA,94608-2008,37.841898,-122.287672,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1071,NULL,NULL,NULL,NULL,NULL,27436,29284,30137,32945,32841,NULL,NULL,9500,9500,9500,5500,0.6978851964,0.163141994,27587.92145,77163.83,26346,NULL,94608,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
National Latino Education Institute,Chicago,IL,60609-2205,41.822756,-87.675917,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,18190,21134,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,25631.432836,49175.23,29944,NULL,60609,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
National Louis University,Chicago,IL,60603,41.880093,-87.624699,0.9746,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3513,NULL,NULL,NULL,NULL,NULL,14190,14042,16487,17913,20956,23675,0.2222,20613,13999,10500,11000,0.7513850416,0.2001385042,33141.15651,67361.96,37382,3798,60603,,,,,matched (3),,,,,,,,,,,,,,,,,,master only (1)
National Paralegal College,Phoenix,AZ,85014-1561,33.530663,-112.064275,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,600,NULL,NULL,NULL,NULL,NULL,14979,16040,13517,19304,NULL,19304,0.3586,25250,12831,14750,14500,0.9007633588,0.3187022901,25715.736641,NULL,32112,92,85014,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
National Park College,Hot Springs,AR,71913,34.512687,-93.119248,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1895,8705,9344,10406,9885,14685,NULL,NULL,NULL,NULL,NULL,14685,NULL,11000,7000,5500,5500,0.5920873124,0.1787175989,24124.12824,42516.37,24014,NULL,71913,.69006997,.62959999,.80554998,.70156997,matched (3),,,,,,,,,,,,,,,,,,master only (1)
National Personal Training Institute,Orlando,FL,32817-1481,28.59151,-81.367401,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,NULL,NULL,NULL,NULL,NULL,12217,12210,14703,NULL,NULL,NULL,NULL,6333,6333,PrivacySuppressed,PrivacySuppressed,0.301369863,0.2260273973,31106.006849,NULL,NULL,NULL,32817,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
National Personal Training Institute-Tampa,Tampa,FL,33634,28.02675,-82.528321,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,12559,12560,NULL,NULL,NULL,NULL,NULL,6333,6333,PrivacySuppressed,PrivacySuppressed,0.301369863,0.2260273973,31106.006849,NULL,NULL,NULL,33634,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
National Polytechnic College,Lakewood,CA,90712,33.860528,-118.143809,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,185,NULL,NULL,NULL,NULL,NULL,20572,18665,22590,23091,25136,NULL,NULL,16937,13513,PrivacySuppressed,PrivacySuppressed,0.7692307692,0.125,30378.778846,NULL,26863,NULL,90712,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
National Tractor Trailer School Inc-Buffalo,Buffalo,NY,14210-2007,42.864978,-78.856393,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110,NULL,NULL,NULL,NULL,NULL,17029,17105,17655,18785,NULL,NULL,NULL,6365,6365,PrivacySuppressed,PrivacySuppressed,0.0847682119,0.2940397351,23212.749669,51281.03,37987,NULL,14210,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
National Tractor Trailer School Inc-Liverpool,Liverpool,NY,13088-0208,43.140652,-76.193341,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,158,NULL,NULL,NULL,NULL,NULL,18009,17615,18913,NULL,NULL,NULL,NULL,6365,6365,PrivacySuppressed,PrivacySuppressed,0.0847682119,0.2940397351,23212.749669,51281.03,37987,NULL,13088,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
National University,La Jolla,CA,92037-1011,32.909894,-117.243026,0.8936,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7864,NULL,NULL,NULL,NULL,NULL,19370,NULL,23427,NULL,NULL,26208,0.4667,26516,19750,18750,16917,0.6353790614,0.4196220004,42447.176471,64760.95,53072,9629,92037,,,,,master only (1),CA,San Diego,8,10074,12384,,21407,.13179348,.1884705,.071942449,24.100719,1.7266186,26.402878,7.6258993,17.697842,22.3741,0,matched (3)
National University of Health Sciences,Lombard,IL,60148-4583,41.861697,-88.013171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12500,12500,PrivacySuppressed,PrivacySuppressed,0.6991150442,0.1150442478,40900.59292,74633.44,42941,486,60148,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
National University of Natural Medicine,Portland,OR,97201-4848,45.501931,-122.6766,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,46038.541667,NULL,NULL,447,97201,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Natural Images Beauty College,Clute,TX,77531-3603,29.026275,-95.400805,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43,NULL,NULL,NULL,NULL,NULL,19245,18413,21513,NULL,NULL,NULL,NULL,13304,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.2272727273,25679.5,NULL,NULL,NULL,77531,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Naugatuck Valley Community College,Waterbury,CT,06708-3089,41.549749,-73.072963,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4709,6458,7141,8340,9296,11652,NULL,NULL,NULL,NULL,NULL,12245,NULL,8000,5000,3894,4800,0.586634516,0.0985187737,29510.459525,63783.19,32518,NULL,6708,1.0370899,.92714,1.485,1.15633,matched (3),CT,New Haven,9,7294,3886,,5315,.065285377,.079945266,2.0576131,21.810699,21.193415,21.399178,7.2016459,22.427982,0,3.9094648,matched (3)
Navajo Technical University,Crownpoint,NM,87313-0849,35.687431,-108.149392,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,847,7969,7701,8941,8841,NULL,NULL,NULL,NULL,NULL,NULL,11664,0.0924,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.5707656613,0.1090487239,16457.690255,30985.2,19315,13,87313,,,,,matched (3),,,,,,,,,,,,,,,,,,master only (1)
Naval Postgraduate School,Monterey,CA,93943,36.597159,-121.874248,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2866,93943,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Navarro College,Corsicana,TX,75110,32.076061,-96.498731,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7139,13784,14311,15566,16270,16510,NULL,NULL,NULL,NULL,NULL,16776,NULL,11000,8750,7864,5500,0.5719381688,0.114863258,34200.48918,55505.8,29175,NULL,75110,1.10583,.98082,1.3877701,1.11625,matched (3),TX,Navarro,9,10256,3388,,8169,.18626483,.080780633,3.2490976,28.158846,24.548737,24.548737,6.1371841,10.108303,2.166065,1.0830325,matched (3)
Nazarene Bible College,Colorado Springs,CO,80920,38.944824,-104.803251,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,351,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5556,36253,9747,26738,25000,0.4595959596,0.6212121212,38467.106061,57714.73,33186,NULL,80920,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Nazarene Theological Seminary,Kansas City,MO,64131-1246,39.009265,-94.565781,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,160,64131,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Nazareth College,Rochester,NY,14618-3790,43.101576,-77.518579,0.7568,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2138,NULL,NULL,NULL,NULL,NULL,21434,24679,30646,32727,34285,51405,0.7122,26000,20750,21500,22750,0.7355932203,0.0271186441,86313.738136,64638.98,41996,644,14618,1.64183,1.40955,1.7481101,1.44013,matched (3),,,,,,,,,,,,,,,,,,master only (1)
Nebraska College of Technical Agriculture,Curtis,NE,69025-9552,40.635454,-100.510409,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,225,9937,10496,14165,17240,16293,NULL,NULL,NULL,NULL,NULL,17240,NULL,21362,13349,14000,15750,0.5250610369,0.0175211834,85258.120494,60976.73,42952,NULL,69025,1.4399,.85870999,1.46451,.86216003,matched (3),,,,,,,,,,,,,,,,,,master only (1)
Nebraska Indian Community College,Macy,NE,68039-0428,42.11677,-96.35176,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,132,7846,7122,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16957,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.5675675676,PrivacySuppressed,12725.891892,34199.84,17622,NULL,68039,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Nebraska Methodist College of Nursing & Allied Health,Omaha,NE,68114-2852,41.265973,-96.048511,0.9186,NULL,NULL,23,23,22,NULL,1155,814,NULL,NULL,NULL,NULL,NULL,19995,17705,23897,25178,25715,31690,0.6471,25000,25000,20330,19000,0.8992537313,0.2164179104,65963.315299,66507.51,55182,398,68114,,,,,matched (3),,,,,,,,,,,,,,,,,,master only (1)
Nebraska Wesleyan University,Lincoln,NE,68504-2794,40.839098,-96.64831,0.6953,565,555,26,25,24,NULL,1222,1767,NULL,NULL,NULL,NULL,NULL,20225,22970,25748,28831,28816,48718,0.625,26966,17935,16000,19500,0.5741150442,0.078539823,80936.094027,59199.51,42802,151,68504,1.72471,1.34789,1.83253,1.3901401,matched (3),NE,Lancaster,6,1927,28500,1095,17269,.013134329,.014925373,11.019283,24.242424,8.8154268,7.9889808,4.6831956,11.019283,32.231403,0,matched (3)
Neecee's Barber College,Abilene,TX,79602,32.400984,-99.745008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44,NULL,NULL,NULL,NULL,NULL,16187,20593,17493,19893,22038,NULL,NULL,11500,8500,PrivacySuppressed,PrivacySuppressed,0.6043956044,0.2087912088,17273.571429,NULL,NULL,NULL,79602,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Neighborhood Playhouse School of the Theater,New York City,NY,10022-5017,40.756613,-73.965332,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44,NULL,NULL,NULL,NULL,NULL,31562,NULL,NULL,NULL,34660,34660,NULL,PrivacySuppressed,20000,PrivacySuppressed,PrivacySuppressed,0.6,PrivacySuppressed,47735.457143,77123.49,23116,NULL,10022,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Neo-Esthetique European Institute,San Juan,PR,00926-0000,18.363811,-66.057521,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,155,NULL,NULL,NULL,NULL,NULL,10673,12105,12958,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,926,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Neosho Beauty College,Neosho,MO,64850-1525,36.870562,-94.368636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42,NULL,NULL,NULL,NULL,NULL,9979,NULL,10675,NULL,15120,NULL,NULL,9792,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.2962962963,21611.537037,43315.79,23482,NULL,64850,,,,,master only (1),,,,,,,,,,,,,,,,,,master only (1)
Neosho County Community College,Chanute,KS,66720,37.670672,-95.464976,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,958,7038,6568,9139,10472,11403,NULL,NULL,NULL,NULL,NULL,14992,NULL,8583,5500,5500,6390,0.6806342016,0.1506228766,39774.463194,50750.94,33749,NULL,66720,1.13182,.73404998,1.37305,.81463999,matched (3),KS,Neosho,9,2667,3232,,6764,.044624746,.014874916,37.313435,28.855721,28.855721,0,0,2.4875622,.99502486,1.4925373,matched (3)
