instnm,city,stabbr,zip,latitude,longitude,adm_rate,sat_mid_read,sat_mid_math,act_mid_cumulative,act_mid_english,act_mid_math,act_mid_writing,sat_avg,ug_enrol,nprice_pub_cat1,nprice_pub_cat2,nprice_pub_cat3,nprice_pub_cat4,nprice_pub_cat5,nprice_pvt_cat1,nprice_pvt_cat2,nprice_pvt_cat3,nprice_pvt_cat4,nprice_pvt_cat5,avg_cost_attendance,completion_rate,grad_debt_median,grad_debt_med_LY,grad_debt_med_MY,grad_debt_med_HY,female,married,avg_familyincome,median_householdincome,median_earn_aftr6yr,number_gradstudent,zipcode,own_sc_low,parent_sc_low,own_sc_high,parent_sc_high,_merge
Creighton University,Omaha,NE,68178,41.265361,-95.947811,0.6402,NULL,NULL,NULL,NULL,NULL,9,NULL,4445,NULL,NULL,NULL,NULL,NULL,23398,24655,27314,29805,34110,56120,0.8156,24369,23000,22208,19500,0.610714286,0.039285714,118447.9836,68443.5,55076,4312,68178,1.78341,1.5272501,1.86255,1.56101,matched (3)
Crescent City Bartending School,New Orleans,LA,70119,29.966842,-90.086679,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,268,NULL,NULL,NULL,NULL,NULL,16336,17548,19829,NULL,NULL,NULL,NULL,9500,9500,PrivacySuppressed,PrivacySuppressed,0.591603053,0.162849873,13710.70356,51898.48,21053,NULL,70119,,,,,master only (1)
Crevier's Academy of Cosmetology Arts,Kalispell,MT,59901,48.201201,-114.319109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,NULL,NULL,NULL,NULL,NULL,11371,NULL,10816,NULL,NULL,NULL,NULL,9833,9185,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.226804124,27146.78351,NULL,14888,NULL,59901,,,,,master only (1)
Criswell College,Dallas,TX,75246-1537,32.793513,-96.77669,1,543,502,20,19,19,NULL,1040,158,NULL,NULL,NULL,NULL,NULL,14770,7968,20942,16940,22452,23142,0.5,20577,11400,13036,10313,0.2625,0.275,44762.05,NULL,39066,51,75246,,,,,matched (3)
Crowder College,Neosho,MO,64850,36.814906,-94.368315,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2874,4045,4335,5753,7431,8247,NULL,NULL,NULL,NULL,NULL,10045,NULL,8900,6448,5000,5500,0.626364739,0.167812374,32283.36797,42707.91,28197,NULL,64850,1.20339,0.68397999,1.37936,0.74180001,matched (3)
Crowley's Ridge College,Paragould,AR,72450,36.064845,-90.584395,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,172,NULL,NULL,NULL,NULL,NULL,12638,14981,16425,14317,17448,23348,0.3871,26206,9500,12000,12000,0.392156863,PrivacySuppressed,49575.23529,43531.15,28886,NULL,72450,,,,,matched (3)
Crown College,Saint Bonifacius,MN,55375-9001,44.885393,-93.743019,0.4689,530,525,21,20,20,NULL,1063,729,NULL,NULL,NULL,NULL,NULL,22179,25533,23498,26499,29417,41227,0.6045,25000,17750,18500,17313,0.521472393,0.161554192,61010.91411,68899.21,36847,344,55375,,,,,master only (1)
Crown Cutz Academy Bristol,Bristol,VA,24201-3323,36.605279,-82.192413,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37,NULL,NULL,NULL,NULL,NULL,14395,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,24201,,,,,master only (1)
Cuesta College,San Luis Obispo,CA,93403-8106,35.331276,-120.742235,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8005,9891,10288,13636,16691,16060,NULL,NULL,NULL,NULL,NULL,18498,NULL,14000,9500,8250,5500,0.586419753,0.120987654,27315.92634,60497.21,34686,NULL,93403,1.2923,1.20569,1.54317,1.3164099,matched (3)
Culinary Institute Inc,Houston,TX,77022-4322,29.823623,-95.378633,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,369,NULL,NULL,NULL,NULL,NULL,24608,25953,27274,NULL,NULL,29222,NULL,19792,13899,14724,12000,0.522727273,0.19949495,35625.56061,68057.69,27801,NULL,77022,,,,,master only (1)
Culinary Institute of America,Hyde Park,NY,12538-1499,41.745806,-73.933231,0.9668,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3102,NULL,NULL,NULL,NULL,NULL,23444,23166,27817,30120,33055,50216,0.6982,14000,12000,12000,12000,0.523832685,0.036478599,73152.40759,73050.93,43122,129,12538,1.6756001,1.36928,1.7430201,1.37585,matched (3)
Culinary Institute of America San Antonio,San Antonio,TX,78215,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14000,12000,12000,12000,0.523832685,0.036478599,73152.40759,NULL,43122,NULL,78215,,,,,master only (1)
Culinary Institute of America at Greystone,St. Helena,CA,94574,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14000,12000,12000,12000,0.523832685,0.036478599,73152.40759,73050.93,43122,NULL,94574,,,,,master only (1)
Culinary Tech Center,White Plains,NY,10601,40.756375,-73.971407,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,NULL,NULL,NULL,NULL,NULL,11758,20074,21762,NULL,NULL,NULL,NULL,6333,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.468085106,0.085106383,13131.15426,NULL,NULL,NULL,10601,,,,,master only (1)
Culpeper Cosmetology Training Center,Culpeper,VA,22701-1055,38.471182,-77.994727,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,11904,14477,15843,NULL,16542,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,27858.12245,64594.53,NULL,NULL,22701,,,,,master only (1)
Culver-Stockton College,Canton,MO,63435-1299,40.128993,-91.529374,0.9833,505,515,20,19,19,NULL,1039,918,NULL,NULL,NULL,NULL,NULL,16908,19992,21200,23951,23322,40296,0.4552,26000,14500,16869,15250,0.523489933,0.016778524,62684.79866,52894.01,34105,52,63435,1.59387,1.0405,1.6828001,1.07856,matched (3)
Cumberland University,Lebanon,TN,37087,36.204514,-86.298782,0.5376,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1947,NULL,NULL,NULL,NULL,NULL,22314,23723,28937,27537,23265,38392,0.5393,18632,11500,11520,12000,0.579415502,0.106734435,53764.81322,59163.95,45915,307,37087,1.52175,1.07432,1.60469,1.1145,matched (3)
Curry College,Milton,MA,02186-2395,42.238061,-71.116539,0.9271,535,520,NULL,NULL,NULL,NULL,1055,2164,NULL,NULL,NULL,NULL,NULL,24007,25177,26716,29605,32958,57260,0.5494,25487,14250,17228,22000,0.613537118,0.063318777,85559.41776,77762.42,39424,204,2186,1.82338,1.51369,1.86956,1.5434999,matched (3)
Curtis Institute of Music,Philadelphia,PA,19103,39.948857,-75.170727,0.0244,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113,NULL,NULL,NULL,NULL,NULL,NULL,8402,7562,12552,11198,22192,0.8462,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,97462.30435,70406,NULL,32,19103,,,,,matched (3)
Cutting Edge Academy,Succasunna,NJ,07876-1311,40.86887,-74.644718,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91,NULL,NULL,NULL,NULL,NULL,31604,NULL,NULL,NULL,NULL,NULL,NULL,7667,9500,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,7876,,,,,master only (1)
Cuyahoga Community College District,Cleveland,OH,44115-2878,41.494906,-81.683533,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12635,3141,4171,6616,8443,8562,NULL,NULL,NULL,NULL,NULL,9431,NULL,8000,4856,4502,4500,0.598434848,0.100132001,26161.98048,49945.75,27303,NULL,44115,0.70258999,0.69910997,1.20342,0.92548001,matched (3)
Cuyahoga Valley Career Center,Brecksville,OH,44141-1296,41.344555,-81.625375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,22316,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12964,12964,PrivacySuppressed,PrivacySuppressed,0.904347826,0.165217391,29174.33913,64334.87,41228,NULL,44141,,,,,master only (1)
Cuyamaca College,El Cajon,CA,92019,32.744954,-116.943507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7398,4600,5058,7551,9932,11290,NULL,NULL,NULL,NULL,NULL,12722,NULL,PrivacySuppressed,6742,PrivacySuppressed,PrivacySuppressed,0.566356429,0.328162703,15220.74561,61734.7,26496,NULL,92019,1.16729,1.11075,1.3362,1.20924,matched (3)
CyberTex Institute of Technology,Austin,TX,78752,30.324403,-97.7030305,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,174,NULL,NULL,NULL,NULL,NULL,19205,19397,22840,NULL,NULL,NULL,NULL,7332,6860,PrivacySuppressed,PrivacySuppressed,0.824868652,0.399299475,23056.07881,NULL,NULL,NULL,78752,,,,,master only (1)
Cypress College,Cypress,CA,90630-5897,33.82833,-118.025143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13906,5302,6093,8422,10156,10339,NULL,NULL,NULL,NULL,NULL,13711,0.304,10500,6250,8727,5500,0.600128507,0.079031913,23043.14093,66567.62,32944,NULL,90630,1.20797,1.00887,1.48806,1.22235,matched (3)
D A Dorsey Technical College,Miami,FL,33147-6304,25.839575,-80.225732,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,199,514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.683760684,PrivacySuppressed,9563.299145,NULL,25388,NULL,33147,,,,,master only (1)
D&S School of Cosmetology,Waterford,MI,48328,42.639596,-83.369697,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,6435,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,48328,,,,,master only (1)
D'Mart Institute,Barranquitas,PR,794,18.182628,-66.294065,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,322,NULL,NULL,NULL,NULL,NULL,7361,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.519585254,0.094470046,4367.355991,17207,15839,NULL,794,,,,,master only (1)
D'Youville College,Buffalo,NY,14201-1084,42.902636,-78.890868,0.8307,525,530,22,20,22,NULL,1064,1431,NULL,NULL,NULL,NULL,NULL,17513,18048,20520,22194,25341,38790,0.5959,25015,21222,21532,19875,0.752314815,0.079861111,62148.06829,52394.78,52087,1310,14201,1.3600399,1.2256,1.55428,1.2667,matched (3)
DCI Career Institute,Monaca,PA,15061,40.675819,-80.314664,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48,NULL,NULL,NULL,NULL,NULL,17165,20835,23410,23410,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8984375,0.1328125,24185.29688,49696.5,23763,NULL,15061,,,,,master only (1)
DLP Conemaugh Memorial Medical Center,Johnstown,PA,15905-4398,40.305445,-78.918445,0.7612,NULL,NULL,NULL,NULL,NULL,NULL,NULL,187,NULL,NULL,NULL,NULL,NULL,17173,18476,19651,18060,22465,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.828025478,0.121019108,56492.71975,45351.04,55252,NULL,15905,,,,,master only (1)
DSDT,Detroit,MI,48216,42.325621,-83.081501,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,124,NULL,NULL,NULL,NULL,NULL,26612,29295,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,48216,,,,,master only (1)
Dabney S Lancaster Community College,Clifton Forge,VA,24422-1000,37.812275,-79.852536,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,529,3381,4939,7549,8736,9974,NULL,NULL,NULL,NULL,NULL,11025,NULL,10500,9000,6756,5500,0.590517241,0.120689655,37986.43319,46832.64,27902,NULL,24422,1.0093499,0.81717998,1.14759,0.83429003,matched (3)
Daemen University,Amherst,NY,14226-3592,42.965605,-78.788111,0.6178,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1608,NULL,NULL,NULL,NULL,NULL,9581,12732,16298,22070,24606,40900,0.5776,20133,12500,15250,18750,0.726229508,0.112295082,61188.21557,56233.54,45662,905,14226,,,,,master only (1)
Dakota College at Bottineau,Bottineau,ND,58318-1198,48.832505,-100.441103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,457,8324,10077,10127,14546,15179,NULL,NULL,NULL,NULL,NULL,15179,NULL,10754,8000,7509,8584,0.496674058,0.12195122,47073.84479,43850.89,31112,NULL,58318,,,,,matched (3)
Dakota County Technical College,Rosemount,MN,55068-2999,44.737255,-93.07805,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2109,8511,8435,10271,13432,14573,NULL,NULL,NULL,NULL,NULL,14879,NULL,11000,8750,8447,6500,0.403701165,0.143248801,52813.1172,79004.18,41259,NULL,55068,1.53023,1.21112,1.66431,1.30031,matched (3)
Dakota State University,Madison,SD,57042-1799,44.013014,-97.113358,0.8357,555,545,23,22,23,NULL,1131,2031,15329,16720,18429,20740,20186,NULL,NULL,NULL,NULL,NULL,22365,0.4851,23375,12414,15178,13000,0.382960413,0.140275387,59326.30723,52093.19,39766,446,57042,,,,,master only (1)
Dakota Wesleyan University,Mitchell,SD,57301-4398,43.697432,-98.031188,0.642,515,515,21,20,21,NULL,1061,690,NULL,NULL,NULL,NULL,NULL,20026,20139,21214,21836,20795,38617,0.4429,27000,18833,20718,19500,0.575203252,0.115853659,76324.79268,47601.81,42282,152,57301,1.6991301,1.10037,1.7591799,1.09503,matched (3)
Dallas Baptist University,Dallas,TX,75211-9299,32.710017,-96.947006,0.9858,555,535,24,NULL,NULL,NULL,1117,2736,NULL,NULL,NULL,NULL,NULL,19837,24468,24475,27185,28591,42855,0.5569,20500,18599,16000,14333,0.610486891,0.112359551,65503.45169,71641.68,43326,1373,75211,1.76657,1.63678,1.86172,1.6969399,matched (3)
Dallas Barber & Stylist College,Dallas,TX,75243,32.909891,-96.737009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101,NULL,NULL,NULL,NULL,NULL,13873,16505,16845,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.220430108,0.134408602,13277.34409,58067.01,19226,NULL,75243,,,,,master only (1)
Dallas Christian College,Dallas,TX,75234-7299,32.913692,-96.887117,0.2363,NULL,NULL,NULL,NULL,NULL,NULL,NULL,192,NULL,NULL,NULL,NULL,NULL,28571,30005,30801,31583,30786,33724,0.2157,26625,14875,14000,11500,0.523255814,0.093023256,56344.10465,69721.15,34942,NULL,75234,,,,,matched (3)
Dallas College,Dallas,TX,75215-3604,32.766319,-96.794036,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45888,3791,4619,6881,8848,10326,NULL,NULL,NULL,NULL,NULL,10819,0.2104,9750,5966,5500,5500,0.723953262,0.115628043,23280.11539,53236.19,31105,NULL,75215,0.92092001,,1.09008,,matched (3)
Dallas Institute of Funeral Service,Dallas,TX,75227-4314,32.771368,-96.683404,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,364,NULL,NULL,NULL,NULL,NULL,16704,17159,18531,NULL,NULL,20754,NULL,12272,9405,9500,6709,0.644444444,0.166666667,30830.43889,55194.36,34154,NULL,75227,,,,,master only (1)
Dallas Theological Seminary,Dallas,TX,75204,32.795361,-96.780497,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,2447,75204,,,,,master only (1)
Dalton Institute of Esthetics and Cosmetology,Dalton,GA,30720-8402,34.762636,-84.970455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5500,5500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.292682927,34883.26829,NULL,NULL,NULL,30720,,,,,master only (1)
Dalton State College,Dalton,GA,30720-3797,34.774221,-85.002775,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4366,4112,4563,6791,8739,9955,NULL,NULL,NULL,NULL,NULL,11526,0.2896,13200,7968,6250,7397,0.598533456,0.072410632,38004.64895,52781.02,31354,NULL,30720,0.93379998,0.96417999,1.1944,1.06287,matched (3)
Danville Area Community College,Danville,IL,61832-5118,40.127539,-87.587884,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1300,3033,5143,6911,7199,9948,NULL,NULL,NULL,NULL,NULL,9948,NULL,7351,3500,4500,5805,0.617492097,0.124341412,30167.05269,48668.03,28423,NULL,61832,0.90493,0.83511001,1.23464,0.92825001,matched (3)
Danville Community College,Danville,VA,24541-4004,36.565286,-79.408803,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1332,7082,7343,9053,11201,12270,NULL,NULL,NULL,NULL,NULL,13050,NULL,7900,7000,5250,6129,0.562686567,0.11119403,24865.36716,42781.19,24091,NULL,24541,0.87945998,0.65961999,1.04698,0.74342,matched (3)
Daoist Traditions College of Chinese Medical Arts,Asheville,NC,28801,35.606831,-82.568537,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,110,28801,,,,,master only (1)
Dartmouth College,Hanover,NH,03755-3529,43.704115,-72.289949,0.0922,740,760,34,35,33,NULL,1500,4146,NULL,NULL,NULL,NULL,NULL,6034,8718,12172,16661,52251,77152,0.9486,17000,7500,10556,17000,0.524058577,0.010460251,102529.5418,79834.73,70635,2122,3755,1.8257,1.53976,1.89091,1.61339,matched (3)
Davenport University,Grand Rapids,MI,49512-9396,42.850013,-85.533519,0.9256,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4508,NULL,NULL,NULL,NULL,NULL,17734,22260,21874,25120,24991,31321,0.5218,26512,18169,17520,15000,0.562619808,0.176996805,49985.83866,56679.53,34703,1128,49512,1.58439,1.30205,1.76087,1.34253,matched (3)
Davenport University - Detroit,Detroit,MI,48202-3046,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26512,18169,17520,15000,NULL,NULL,NULL,NULL,NULL,NULL,48202,,,,,master only (1)
Davenport University - Macomb CC,Clinton Township,MI,48038-1139,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26512,18169,17520,15000,NULL,NULL,NULL,NULL,34703,NULL,48038,,,,,master only (1)
Davenport University - Schoolcraft College,Livonia,MI,48152-3932,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26512,18169,17520,15000,NULL,NULL,NULL,NULL,34703,NULL,48152,,,,,master only (1)
Davenport University - Treasury Site Dimondale,Dimondale,MI,48821-5004,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26512,18169,17520,15000,0.562619808,0.176996805,49985.83866,NULL,34703,NULL,48821,,,,,master only (1)
Davenport University - Wayne CCCD,Belleville,MI,48111-1404,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26512,18169,17520,15000,NULL,NULL,NULL,NULL,34703,NULL,48111,,,,,master only (1)
Davenport University-Flint Location,Fenton,MI,48503-9121,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26512,18169,17520,15000,0.562619808,0.176996805,49985.83866,NULL,34703,NULL,48503,,,,,master only (1)
Davenport University-Grand Rapids Downtown,Grand Rapids,MI,49503-9121,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26512,18169,17520,15000,0.562619808,0.176996805,49985.83866,NULL,34703,NULL,49503,,,,,master only (1)
Davenport University-Holland Location,Holland,MI,49423-9121,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26512,18169,17520,15000,0.562619808,0.176996805,49985.83866,56679.53,34703,NULL,49423,,,,,master only (1)
Davenport University-Kalamazoo Location,Kalamazoo,MI,49003-4070,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26512,18169,17520,15000,0.562619808,0.176996805,49985.83866,56679.53,34703,NULL,49003,,,,,master only (1)
Davenport University-Lansing Location,Lansing,MI,48933-2197,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26512,18169,17520,15000,0.562619808,0.176996805,49985.83866,56679.53,34703,NULL,48933,,,,,master only (1)
Davenport University-Livonia Location,Livonia,MI,48152-9069,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26512,18169,17520,15000,0.562619808,0.176996805,49985.83866,NULL,34703,NULL,48152,,,,,master only (1)
Davenport University-Midland Location,Midland,MI,48642-3799,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26512,18169,17520,15000,0.562619808,0.176996805,49985.83866,56679.53,34703,NULL,48642,,,,,master only (1)
Davenport University-Traverse City Location,Traverse City,MI,49684-9121,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26512,18169,17520,15000,0.562619808,0.176996805,49985.83866,NULL,34703,NULL,49684,,,,,master only (1)
Davenport University-Warren Location,Warren,MI,48092-5209,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26512,18169,17520,15000,0.562619808,0.176996805,49985.83866,56679.53,34703,NULL,48092,,,,,master only (1)
David Pressley School of Cosmetology,Royal Oak,MI,48067-3219,42.479729,-83.146008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,252,NULL,NULL,NULL,NULL,NULL,15794,14932,18382,21027,21127,NULL,NULL,6333,6333,6333,6551,0.951298701,0.11038961,31098.24351,76603.21,19028,NULL,48067,,,,,master only (1)
Davidson College,Davidson,NC,28035,35.499767,-80.843979,0.2,685,695,32,NULL,NULL,NULL,1402,1979,NULL,NULL,NULL,NULL,NULL,8872,3004,9835,18982,40636,70744,0.9303,19500,10976,17500,19000,0.461318052,PrivacySuppressed,103687.447,76036.21,51554,NULL,28035,1.76077,1.58597,1.86151,1.6247801,matched (3)
Davidson-Davie Community College,Thomasville,NC,27360-7385,35.865471,-80.181868,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2583,7375,7914,8642,12561,14321,NULL,NULL,NULL,NULL,NULL,14580,NULL,11548,9500,8493,5548,0.65893386,0.18213228,27549.75074,51984.22,28574,NULL,27360,,,,,master only (1)
Davines Professional Academy of Beauty and Business,Lincoln,NE,68516-2306,40.756017,-96.641266,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38,NULL,NULL,NULL,NULL,NULL,13916,NULL,NULL,NULL,NULL,NULL,NULL,11975,8000,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,35915.06742,NULL,22186,NULL,68516,,,,,master only (1)
Davis & Elkins College,Elkins,WV,26241-3996,38.931232,-79.846022,0.6905,NULL,NULL,NULL,NULL,NULL,NULL,NULL,702,NULL,NULL,NULL,NULL,NULL,18101,15113,17985,19468,21312,42233,0.4785,27000,14250,15482,16937,0.694989107,0.082788671,54984.12854,46441.47,30339,NULL,26241,1.46981,0.62020999,1.55279,0.83076,matched (3)
Davis College,Johnson City,NY,13790-2700,42.10601,-75.967044,0.2857,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43,NULL,NULL,NULL,NULL,NULL,18410,16301,18646,NULL,20841,26841,0.4375,21250,18345,19500,10500,0.457627119,0.13559322,44653.50848,52113.29,26042,NULL,13790,,,,,matched (3)
Davis College,Toledo,OH,43604-2638,41.652922,-83.532589,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108,NULL,NULL,NULL,NULL,NULL,29172,NULL,NULL,NULL,NULL,31362,NULL,23584,12669,PrivacySuppressed,PrivacySuppressed,0.814159292,0.088495575,19524.09735,51468.11,26110,NULL,43604,,,,,master only (1)
Davis Technical College,Kaysville,UT,84037-2699,41.028956,-111.925227,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2396,3984,NULL,4458,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.530201342,0.372483222,24018.34899,69258.84,29568,NULL,84037,,,,,master only (1)
Dawn Career Institute LLC,Newark,DE,19702,39.668605,-75.677768,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,224,NULL,NULL,NULL,NULL,NULL,12431,12428,15330,17608,17608,NULL,NULL,9491,9296,6438,5500,0.949832776,0.123745819,20147.63044,64117.96,23603,NULL,19702,,,,,master only (1)
Dawson Community College,Glendive,MT,59330,47.085396,-104.725485,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,284,7575,11216,9175,12843,9861,NULL,NULL,NULL,NULL,NULL,14234,NULL,8989,5893,7673,5500,0.587570622,0.141242938,49236.55367,44271.76,30774,NULL,59330,1.4153,1.13673,1.46333,1.10929,matched (3)
